,comments,sentiment,tokens
16739,큰 부상도 아니고 3500 이면 개꿀이 네 배달 기사분 같은데 막상 욕은 해도 저 금액이면 보통 다 합의 하겠지 현실과 타협 하느라 역시 정의 구현은 힘들다,0,"['큰', '부상', '도', '아니고', '3500', '이면', '개꿀', '이', '네', '배달', '기사', '분', '같은데', '막상', '욕', '은', '해도', '저', '금액', '이면', '보통', '다', '합의', '하겠지', '현실', '과', '타협', '하느라', '역시', '정의', '구현', '은', '힘들다']"
16740,체고 출신한테 들었는데 우리나라가 양궁을 잘 할 수 밖에 없는 게 재능과 연습 노력도 있지만 양궁은 비리 없이 순수 실력으로만 선발이 되어서 국제무대에서 좋은 결과를 낼 수 밖에 없다고 하네요,0,"['체고', '출신', '한테', '들었는데', '우리나라', '가', '양궁', '을', '잘', '할', '수', '밖에', '없는', '게', '재능', '과', '연습', '노력', '도', '있지만', '양궁', '은', '비리', '없이', '순수', '실력', '으로만', '선발', '이', '되어서', '국제', '무대', '에서', '좋은', '결과', '를', '낼', '수', '밖에', '없다고', '하네요']"
16741,이제 배구는 왼손으로 해도 이 긴 댘ㅋㅋㅋㅋㅋㅋㅋㅋ지난번 황연주 선수 부부랑했던 콘텐츠처럼 다른 종목 선수랑 서로 종목 바꿔서 대결하는 거 재미 있을 것 같아요,0,"['이제', '배구', '는', '왼손', '으로', '해도', '이', '긴', '댘', 'ㅋㅋㅋㅋㅋㅋㅋㅋ', '지난번', '황연주', '선수', '부부', '랑', '했던', '콘텐츠', '처럼', '다른', '종목', '선수', '랑', '서로', '종목', '바꿔서', '대결', '하는', '거', '재미', '있을', '것', '같아요']"
16742,개역겹 다 진짜,1,"['개역', '겹', '다', '진짜']"
16743,블박 제공했던 사람들 중에 도찐 개찐 씹선비 흉내 내는 인간들도 보인 다 운전하다 보면 본의 아니게 상대 차 입장에 설수도 있을 거 같은 데,1,"['블박', '제공', '했던', '사람', '들', '중', '에', '도', '찐', '개', '찐', '씹선비', '흉내', '내는', '인간', '들', '도', '보인', '다', '운전', '하다', '보면', '본의', '아니게', '상대', '차', '입장', '에', '설', '수도', '있을', '거', '같은', '데']"
16744,핫가이 세 명 모였네 정말 멋지십니다날이 많이 더운데 지금도 나라를 지키고 계셔주는 분들이 생각나네요 감사합니다,0,"['핫', '가', '이', '세', '명', '모였네', '정말', '멋지십니다', '날', '이', '많이', '더운데', '지금', '도', '나라', '를', '지키고', '계셔주는', '분', '들', '이', '생각나네요', '감사합니다']"
16745,믹서기로 갈아버리고 싶다 대깨문들,1,"['믹서기', '로', '갈아', '버리고', '싶다', '대', '깨문', '들']"
16746,언제 다 치우나,0,"['언제', '다', '치우나']"
16747,보기 싫으면 안 보면 되는 거지 굳이 보고와 서 몰입이 안 된다느니 뭐니ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 그렇게 싫으면 자기가 작가 하든가,-1,"['보기', '싫으면', '안', '보면', '되는', '거지', '굳이', '보고와', '서', '몰입', '이', '안', '된다느니', '뭐', '니', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '그렇게', '싫으면', '자기', '가', '작가', '하든', '가']"
16748,저런 ㄱㅅㄲ들 매달아 놓고 조패면 안 될까,1,"['저런', 'ㄱㅅㄲ', '들', '매달', '아', '놓고', '조', '패', '면', '안', '될까']"
16749,아 그만 좀 떠 1박2일 존 나 노잼 한 번 봤다고 관심 없음 눌러도 계속 뜨누,1,"['아', '그만', '좀', '떠', '1', '박', '2일', '존', '나', '노잼', '한', '번', '봤다고', '관심', '없음', '눌러도', '계속', '뜨', '누']"
16750,강지환 팬은 아니지만 감금 되 있으면 핸드폰은 쓰게 하냐 그리고 남자 집엔 왜 쳐들어가 술 마시냐 하여 간 또 뭐 바라고 저러는 거지,1,"['강지환', '팬', '은', '아니지만', '감금', '되', '있으면', '핸드폰', '은', '쓰게', '하냐', '그리고', '남자', '집', '엔', '왜', '쳐', '들어가', '술', '마시냐', '하여', '간', '또', '뭐', '바라고', '저러는', '거지']"
16751,개멸치 뼈다구가 뭘 디진다노,1,"['개', '멸치', '뼈', '다', '구가', '뭘', '디진다노']"
16752,에이스의 폭행은 리더로써의 마지막 역할이었다 이렇게 동료들을 유명하게 만들어주고 떠난 그의 속 깊은 슬픈 주먹은 계 집들은 이 해 못하지 ㅉㅉ,1,"['에이스', '의', '폭행', '은', '리더', '로써', '의', '마지막', '역할', '이었다', '이렇게', '동료', '들', '을', '유명하게', '만들어주고', '떠난', '그', '의', '속', '깊은', '슬픈', '주먹', '은', '계', '집', '들', '은', '이', '해', '못', '하지', 'ㅉㅉ']"
16753,유턴하다 박은 놈 저건 개소리하고 있네 ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 뻔히 차 보이는 구만 뭘 나무에 가려 렉서스 놈도 60에다 시 내 도로를 130으로 쏘냐,0,"['유턴', '하다', '박은', '놈', '저건', '개', '소리', '하고', '있네', 'ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '뻔히', '차', '보이는', '구만', '뭘', '나무', '에', '가려', '렉서스', '놈', '도', '60', '에다', '시', '내', '도로', '를', '130', '으로', '쏘냐']"
16754,설리 님 10월 14일 쥬금,1,"['설리', '님', '10월', '14일', '쥬금']"
16755,하루빨리 안전한 귀가 되길 바랍니다 가출은 아닌 것 같은데 이런 상황이 일어난다는 게 말이 안 대지 않나요 걱정되네요 ㅠ,0,"['하루빨리', '안전한', '귀가', '되길', '바랍니다', '가출', '은', '아닌', '것', '같은데', '이런', '상황', '이', '일어난다', '는', '게', '말', '이', '안', '대지', '않나요', '걱정', '되네요', 'ㅠ']"
16756,6팀 출전 경기에서 프로 보유국이 동메달 따서 군 면제 받는 건 좀 그러니까 금메달 따라,0,"['6', '팀', '출전', '경기', '에서', '프로', '보유', '국', '이', '동메달', '따서', '군', '면제', '받는', '건', '좀', '그러니까', '금메달', '따라']"
16757,국내에서도 많아 퍼졌으면 좋겠다랑꺼꼭 찾아들어주세요,0,"['국내', '에서도', '많아', '퍼졌으면', '좋겠다랑', '꺼', '꼭', '찾아', '들어주세요']"
16758,09방탄보라 해 나 국힘 별로 안 좋아해 알페스가 성폭력이 고 천안함이 북한 소행이라고 말한 것이 일본의 의견이야,-1,"['09', '방탄', '보라', '해', '나', '국힘', '별로', '안', '좋아해', '알', '페스', '가', '성폭력', '이', '고', '천안함', '이', '북한', '소행', '이라고', '말', '한', '것', '이', '일본', '의', '의견', '이야']"
16759,한번 뒤지게 쳐맞아봐야 정신차 릴려나,1,"['한번', '뒤지게', '쳐', '맞아', '봐야', '정신', '차', '릴려', '나']"
16760,팀의 중심이 단단하게 버티고 있으니 맨 탈도 정말 강 하네요,0,"['팀', '의', '중심', '이', '단단하게', '버티고', '있으니', '맨', '탈', '도', '정말', '강', '하네요']"
16761,ㅅㅂ 나보다 운전 잘하네,0,"['ㅅㅂ', '나', '보다', '운전', '잘', '하네']"
16762,시아버지한테 며느리는 얼마나 불편한 사이인데 시아버지가 정신병 있지 않은 이상 며느리 머리 채 잡는 게 말이 돼 얼마나 며느리가 막장이었으면 시아버지가 며느리 머리채를 잡겠냐,0,"['시아버지', '한테', '며느리', '는', '얼마나', '불편한', '사이', '인데', '시아버지', '가', '정신병', '있지', '않은', '이상', '며느리', '머리', '채', '잡는', '게', '말', '이', '돼', '얼마나', '며느리', '가', '막장', '이었으면', '시아버지', '가', '며느리', '머리', '채', '를', '잡겠냐']"
16763,골목식당 자주 안 봤는데 카레 메뉴 다 빼셨나요 카레까스만 남아 있나,0,"['골목', '식당', '자주', '안', '봤는데', '카레', '메뉴', '다', '빼셨나요', '카레까스', '만', '남아', '있나']"
16764,김제덕 선수 올림픽 끝나면 목쉴듯 맨날 화이팅 이래가지고 목쉴 듯,0,"['김제', '덕', '선수', '올림픽', '끝나면', '목', '쉴듯', '맨날', '화이팅', '이래가지고', '목', '쉴', '듯']"
16765,전 인데 완전 언니랑 오빠 중간이네요 ㅋㅋㅋㅋㅋㅋ 두 분 마음이 다 공감돼 요ㅜㅠㅋㅌㅋㅌㅋㅌㅋ,0,"['전', '인데', '완전', '언니', '랑', '오빠', '중간', '이네', '요', 'ㅋㅋㅋㅋㅋㅋ', '두', '분', '마음', '이', '다', '공감', '돼', '요', 'ㅜㅠㅋㅌㅋㅌㅋㅌㅋ']"
16766,최현석 셰프님 올리브 채널에서부터 좋아했는데 가치관이 정말 대단하시네요 응원합니다,0,"['최현석', '셰프', '님', '올리브', '채널', '에서부터', '좋아했는데', '가치관', '이', '정말', '대단하시네요', '응원', '합니다']"
16767,한 명이 다 더빙한 거에요,0,"['한', '명', '이', '다', '더빙', '한', '거', '에요']"
16768,4711161116 여사가 여 사짓한 거지,1,"['4711161116', '여사', '가', '여', '사', '짓', '한', '거지']"
16769,수련김 그러게 요 일단 안 주니까 당연히 화나는데 사진이라도 멀쩡했으면 화가 덜 했을 걸 1년 기다려 재촉해서 힘들게 받은 사진이 저 모양이니 화는 더 치솟을 수밖에 없었을 것 같네요 열어봤을 때 얼마나 어 이가 없었을까요,0,"['수련', '김', '그러게', '요', '일단', '안', '주', '니까', '당연히', '화나는데', '사진', '이라도', '멀쩡했으면', '화가', '덜', '했을', '걸', '1년', '기다려', '재촉', '해서', '힘들게', '받은', '사진', '이', '저', '모양', '이니', '화', '는', '더', '치솟을', '수', '밖에', '없었을', '것', '같네요', '열어', '봤을', '때', '얼마나', '어', '이', '가', '없었을까요']"
16770,정말 1개의 금메달을 획득하는 것도 엄청난 노력의 결과 물인데 2회 연속 올림픽에서 금메달 획득은 대 단합니다 특히 개인전이 아니라 단체로 금메달은 땄다는 것은 혼자만의 힘이 아니라 팀으로서 결과를 얻은 거라서 더 멋있습니다,0,"['정말', '1', '개', '의', '금메달', '을', '획득', '하는', '것', '도', '엄청난', '노력', '의', '결과', '물', '인데', '2회', '연속', '올림픽', '에서', '금메달', '획득', '은', '대', '단합', '니', '다', '특히', '개인', '전이', '아니라', '단체', '로', '금메달', '은', '땄다는', '것', '은', '혼자', '만의', '힘', '이', '아니라', '팀', '으로서', '결과', '를', '얻은', '거', '라서', '더', '멋있습니다']"
16771,여자 소방대원 좀 불 끄라고 보내줘요 남자들만 죽어나가네,1,"['여자', '소방대', '원', '좀', '불', '끄라고', '보내줘요', '남자', '들', '만', '죽어', '나가네']"
16772,언니를 보면 멘탈 관리나 생각 하고 계신 부분 모두 너무너무 바른 것 같아 요 완전 일 등 신부감 아닌가요 그만큼 완벽하다 이 말입니 둥 정말 언니처럼 바르게 자라고 싶어요 사랑해 여 언니,0,"['언니', '를', '보면', '멘탈', '관리', '나', '생각', '하고', '계신', '부분', '모두', '너무', '너무', '바른', '것', '같아', '요', '완전', '일', '등', '신', '부감', '아닌가요', '그만큼', '완벽하다', '이', '말', '입니', '둥', '정말', '언니', '처럼', '바르게', '자라고', '싶어요', '사랑', '해', '여', '언니']"
16773,시발틀 딱년들 빨리 지옥으로 떨어져라,1,"['시발', '틀', '딱', '년', '들', '빨리', '지옥', '으로', '떨어져라']"
16774,이창명 저색기는 여기저기서 개지랄을 하다가 사람 빡치게 만들고 사람들이 화내면 좆도 한마디도 못하는 색기가 하튼 주둥아리는 ㅋㅋㅋ,1,"['이창명', '저', '색', '기는', '여기저기', '서', '개', '지랄', '을', '하다가', '사람', '빡치게', '만들고', '사람', '들', '이', '화', '내면', '좆', '도', '한마디', '도', '못', '하는', '색기', '가', '하', '튼', '주둥아리', '는', 'ㅋㅋㅋ']"
16775,무한도전이니깐 저렇게 모으지 예능 어벤져 스네 ㅋㅋㅋㅋㅋ,0,"['무한도전', '이', '니깐', '저렇게', '모으지', '예능', '어벤져', '스', '네', 'ㅋㅋㅋㅋㅋ']"
16776,마지막 아저씨는 마스크 쓰라고 할 땐 안 쓰고 경찰서 끌려갈 때는 착실히 쓰네,0,"['마지막', '아저씨', '는', '마스크', '쓰라고', '할', '땐', '안', '쓰고', '경찰서', '끌려', '갈', '때', '는', '착실히', '쓰네']"
16777,군필 고딩 개멋 있다 하,0,"['군필', '고딩', '개멋', '있다', '하']"
16778,꼴에 쳐 맞이 뒈져도 아깝지 않다,1,"['꼴', '에', '쳐', '맞이', '뒈져도', '아깝지', '않다']"
16779,연봉 올리라는 말 좀 그만해라 연봉을 올릴 게 아니다 ㅡㅡ 멍청한 것들아 소방장비와 판단력을 올려야 한다 무슨 이런 일만 있으면 연봉 월급 얘기 나오는데 돈이 먼저냐 멍청한 것들,-1,"['연봉', '올리라는', '말', '좀', '그만해라', '연봉', '을', '올릴', '게', '아니다', 'ㅡㅡ', '멍청한', '것', '들', '아', '소방', '장비', '와', '판단력', '을', '올려야', '한다', '무슨', '이런', '일만', '있으면', '연봉', '월급', '얘기', '나오는데', '돈', '이', '먼저', '냐', '멍청한', '것', '들']"
16780,어우 미친 샛기들,1,"['어우', '미친', '샛기들']"
16781,김녀사님들의 공통된 특징 마이웨이 내가 가고 싶은 곳이 길이 다,1,"['김녀사', '님', '들의', '공통', '된', '특징', '마이웨이', '내', '가', '가고', '싶은', '곳', '이', '길이', '다']"
16782,저도 예비 승무원 준비생이라 많이 즐겨보는데 항공사 논문 작성에 도움이 되셨으면 좋겠네요 논문 작성 잘 하시기를,0,"['저', '도', '예비', '승무원', '준비', '생', '이라', '많이', '즐겨', '보는데', '항공사', '논문', '작성', '에', '도움', '이', '되셨으면', '좋겠네요', '논문', '작성', '잘', '하시', '기를']"
16783,나 진짜 어른들 공경하고 예의범절 확실히 하는 사람인데 진심 수레끌고 무단하는 할 배 할미들 제발 빨리 황천길 가셨으면 좋겠습니다,1,"['나', '진짜', '어른', '들', '공경', '하고', '예의범절', '확실히', '하는', '사람', '인데', '진심', '수레', '끌', '고', '무단', '하는', '할', '배', '할미', '들', '제발', '빨리', '황천', '길', '가셨으면', '좋겠습니다']"
16784,큰 쾅년들 짤보고 안도 하노ㅋㅋㅋㅋ 거울안보냐,1,"['큰', '쾅년', '들', '짤', '보고', '안도', '하노', 'ㅋㅋㅋㅋ', '거울', '안보', '냐']"
16785,아 결과 알고 보는데도 떨리냐,0,"['아', '결과', '알', '고', '보는데도', '떨리냐']"
16786,ㅇㅇ레알 임 ㅋㅋ 로즈티비가 남자들의 성지인 건 인정,1,"['ㅇㅇ', '레알', '임', 'ㅋㅋ', '로', '즈', '티비', '가', '남자', '들', '의', '성지인', '건', '인정']"
16787,지금도 저런 미친시키가 있슴,1,"['지금', '도', '저런', '미친', '시키가', '있슴']"
16788,처음으로 메달을 놓치는 순간까지도 유쾌하면서 보는 사람들에게도 힘이 되는 선수였다,0,"['처음', '으로', '메달', '을', '놓치는', '순간', '까지도', '유쾌하면서', '보는', '사람', '들', '에게도', '힘', '이', '되는', '선수였다']"
16789,1년 전 지금 미통당 꼬라지 봐라봤던 영상이지만 또 글 남긴 다 저들은 절대 변하지 않는다 기득권 적 페세력들나 경원은 좀 만기 다려라 국민은 잊지 않았다,0,"['1년', '전', '지금', '미', '통', '당', '꼬', '라지', '봐라', '봤던', '영상', '이지만', '또', '글', '남긴', '다', '저', '들', '은', '절대', '변하지', '않는다', '기득권', '적', '페', '세력', '들', '나', '경원', '은', '좀', '만기', '다려라', '국민', '은', '잊지', '않았다']"
16790,휴유 생긴 데로 노는 구만 꼬리지가 눈에 비는 게 없는 독재자 상판 대기들,1,"['휴', '유', '생긴', '데', '로', '노', '는', '구만', '꼬리', '지', '가', '눈', '에', '비는', '게', '없는', '독재자', '상판', '대기', '들']"
16791,양줏혁 말고도 야구하는 넘들 죄다 변태임,1,"['양줏혁', '말고도', '야구', '하는', '넘', '들', '죄다', '변태', '임']"
16792,여자 소방관이 출동한다면,-1,"['여자', '소방관', '이', '출동', '한다면']"
16793,송혜교는 탈세까지 하고도 혼자 잘 걷는 다 니들이나 혼자 걷다 졷 망하고 옛날 수금같이 걷던 생각나서 같이 걷자고 뭉치는 거지,1,"['송혜교', '는', '탈세', '까지', '하고도', '혼자', '잘', '걷는', '다', '니', '들', '이나', '혼자', '걷다', '졷', '망하고', '옛날', '수금', '같이', '걷던', '생각나서', '같이', '걷자고', '뭉치는', '거지']"
16794,붐 저 새끼 놀토로 이미지 세탁 존 나 하던데 볼 때마다 빡침,1,"['붐', '저', '새끼', '놀토', '로', '이미지', '세탁', '존', '나', '하던데', '볼', '때', '마다', '빡침']"
